link,news,tagline,,,,
https://tribune.com.pk/story/1997408/1-qatars-emir-pay-two-day-visit-pakistan-saturday/,"Several memorandums of understanding, agreements are expected to be signed between Islamabad and Doha",Qatar's emir to pay two-day visit to Pakistan on Saturday,,,,1
https://tribune.com.pk/story/1997368/1-pm-imran-appeals-nation-avail-asset-declaration-scheme/,Urges citizens to declare their hidden assets by June 30 in his brief address,PM Imran again asks nation to avail asset declaration scheme,,,,1
https://blogs.tribune.com.pk/story/84089/in-conversation-with-president-arif-alvi-pakistans-fourth-industrial-revolution-is-here/,President opens up about his AI initiative and how he's been fighting corruption since Ayub Khans military rule,In conversation with President Arif Alvi: Pakistans fourth industrial revolution is here,,,,1
https://tribune.com.pk/story/1997289/4-nadia-jamil-calls-racist-brand-behind-samina-peerzadas-show/,The actor distanced herself from the show after discovering it was sponsored by a fairness product,Nadia Jamil calls out 'racist brand' behind Samina Peerzada's show,,,,3
https://tribune.com.pk/story/1997325/1-pm-imran-meets-chaudhry-shujaat-led-pml-q-delegation/,Decides to set up a high-level parliamentary committee to suggest ways to tackle economic crisis,PM agrees to idea of charter of economy,,,,1
https://tribune.com.pk/story/1997294/1-firdous-questions-ecp-showcause-notice-pm-imran/,Premiers aide says election watchdog ignoring PPPs violations in Ghotki,ECPs show-cause notice to PM Imran surprising: Firdous,,,,4
https://tribune.com.pk/story/1997226/1-sjc-resume-meeting-references-judges-july-2/,"Justice Isa excuses himself from sitting in the bench, hearing cases next week",SJC to resume meeting on references against judges on July 2,,,,0
https://tribune.com.pk/story/1997212/1-nawaz-sharifs-narrative-popular-time-asif/,PML-N leader says economy vital for defence; claims Nawaz Sharif not interested in becoming PM again,"Govt-opposition rift due to rented people, says Khawaja Asif",,,,1
https://tribune.com.pk/story/1997933/4-eyes-set-miss-per-fact-new-pakistani-web-series-vogo/,Watch the new web-series Miss Per-Fact that's been creating a buzz online,All eyes set on Miss Per-Fact â€“ A new Pakistani web series by VOGO,,,,1
https://tribune.com.pk/story/1997116/1-zardaris-physical-remand-extended-11-days/,Accountability court turns down NAB request for 14-day extension,Zardari's physical remand extended by 11 days,,,,3
https://tribune.com.pk/story/1997117/4-shoaib-akhtar-denies-feelings-bollywood-actor-sonali-bendre/,Indian media has been reporting that the Pakistani cricketer is obsessed with her,Shoaib Akhtar denies having feelings for Bollywood actor Sonali Bendre,,,,1
https://tribune.com.pk/story/1996901/alvi-lauds-ndu-preparing-civil-military-leadership/,Remarks came while addressing convocation ceremony for the National Security and War Course held at the NDU,"Alvi lauds NDU for preparing civil, military leadership",,,,0
https://tribune.com.pk/story/1996905/pakistan-japan-defence-ties-getting-stronger-ambassador-matsuda/,Both the countries ink MoU on defence cooperation,"Pakistan-Japan defence ties getting stronger, Ambassador Matsuda",,,,1
https://tribune.com.pk/story/1996906/1-traders-announce-protest-june-24-taxes-imposed-rcb/,Meeting decided that different processions from different markets would meet at Unique Bakers Chowk,Traders announce protest on June 24 against taxes imposed by RCB,,,,3
https://tribune.com.pk/story/1996935/1-needy-wait-wall-kindness-kind/,RDA chairman says virtuous practice to commence in a few weeks,Needy wait for wall of kindness to be kind,,,,1
https://tribune.com.pk/story/1996944/swiss-company-bags-ring-road-consultancy-project/,"PC-I of Leh Expressway finalised, includes six water recycling plants",Swiss company bags Ring Road consultancy project,,,,1
https://tribune.com.pk/story/1997087/1-un-restores-pakistans-status-family-station/,Shah Mehmood Qureshi says govt liberalized its visa regime to attract foreign investment,Family station status restoration by UN sign of trust,,,,1
https://tribune.com.pk/story/1997062/1-pm-imran-address-nation-tax-amnesty-scheme-today/,This will be the premier's third address to the nation on the amnesty scheme,PM Imran to address nation on tax amnesty scheme today,,,,1
https://tribune.com.pk/story/1996946/afridi-urges-refugee-hosting-countries-adopt-solution-oriented-approach/,SAFRON minister calls for mitigating sufferings of displaced population on World Refugee Day,Afridi urges refugee-hosting countries to adopt solution-oriented approach,,,,1
https://tribune.com.pk/story/1996925/1-abbas-squash-tourneys-next-round/,"The unseeded won with scores of 11-6, 11-8 and 11-8",Abbas into squash tourneys next round,,,,1
https://tribune.com.pk/story/1996928/1-help-desk-scci-asset-declaration/,The request was made when the commissioner visited the chamber,Help desk at SCCI for asset declaration,,,,3
https://tribune.com.pk/story/1996948/capital-get-intelligent-traffic-management-system/,To be deployed on signal-free Expressway between Zero Point and Rawat,Capital to get intelligent traffic management system,,,,1
https://tribune.com.pk/story/1996931/1-tennis-championship-gets-way-islamabad-city-brief/,"The tournament includes events such as under-14 singles, mens doubles, and veteran doubles",Tennis Championship gets under way,,,,1
https://cricketpakistan.com.pk/en/news/detail/afghanistan-is-better-than-pakistan-afghan-cricket-ceo,Naib-led side recently beat the Men in Green by three wickets in a World Cup warm-up match,Afghanistan is better than Pakistan: Afghan cricket CEO,,,,2
https://tribune.com.pk/story/1996858/1-govt-ensure-foolproof-flood-fighting-arrangements/,Basharat Raja directs officials to be ready for tackling situations arising after the floods and rains in Punjab,Govt to ensure foolproof flood-fighting arrangements,,,,1
https://tribune.com.pk/story/1996886/1-slacc-assisted-28620-callers-seeking-legal-aid/,SLACC is geared at improving access to justice for the disempowered and marginalised segments of society,"SLACC assisted 28,620 callers seeking legal aid",,,,1
https://tribune.com.pk/story/1996783/1-mother-tortures-two-minors-exorcism/,Police say victims were tied with ropes and also burnt with hot iron rods,Mother tortures two minors in exorcism,,,,2
https://tribune.com.pk/story/1996788/1-dolphin-squads-actions-violated-sops/,An FIR has been registered against four members for injuring youth,Dolphin Squads actions violated SOPs,,,,1
https://tribune.com.pk/story/1996792/1-auqaf-dept-explain-throwaway-sale-gor-land/,Then-minister of department reportedly kept in the dark,Auqaf dept to explain throwaway sale of GOR land,,,,3
https://tribune.com.pk/story/1996794/1-speech-english-silences-punjab-assembly/,Address in question was delivered by PML-Ns Tahia Noon,Speech in English silences Punjab Assembly,,,,3
https://tribune.com.pk/story/1996798/1-lhc-grants-bail-former-dpo-gujrat/,"The court directs Ejaz for submission of surety bonds of Rs500,000",LHC grants bail to former DPO GujratÂ,,,,1
https://tribune.com.pk/story/1996851/1-dpo-warns-action-dereliction-duty/,Ghaffar Qaisrani says police officers should not take any external pressure or influence and follow the true merit,DPO warns action against dereliction of duty,,,,1
https://tribune.com.pk/story/1996846/1-govt-looks-draw-korean-experience-water-management/,"Around $300,000 will be spent on a study to introduce system",Govt looks to draw on Korean experience in water management,,,,1
https://tribune.com.pk/story/1996854/1-alhamra-live-provides-platform-budding-singers/,Executive director says LAC provides quality entertainment,Alhamra Live provides platform to budding singers,,,,1
https://tribune.com.pk/story/1996861/1-uvas-us-officials-discuss-food-safety-issues/,Both sides explore possibilities of joint ventures,"UVAS, US officials discuss food safety issues",,,,1
https://tribune.com.pk/story/1996864/1-32-illegal-clinics-sealed-multan/,DC Aamir Khattak says there will be zero tolerance against quacks,32 illegal clinics sealed in Multan,,,,1
https://tribune.com.pk/story/1996939/1-rs40000-prize-bond-discontinued/,Govt gives 9 months to prize bond holders to convert their saving instruments,"Rs40,000 prize bond to be discontinued",,,,3
https://tribune.com.pk/story/1996951/1-govt-take-turkish-firm-graft-evidence/,Decides against out-of-court settlement with Karkey on $900 million award,Govt to take on Turkish firm with graft evidence,,,,0
https://tribune.com.pk/story/1996937/1-opposition-brands-finance-bill-imf-budget/,Senate passes resolution condoling Morsis death,Opposition brands finance bill IMF budget,,,,1
https://tribune.com.pk/story/1996859/1-zardari-urges-formation-joint-economic-policy/,Tells govt to include opposition parties in policy-making decisions,Zardari urges formation of joint economic policy,,,,3
https://tribune.com.pk/story/1996855/1-opposition-forms-body-win-ptis-allies-budget/,"Committee comprises PPP, PMLN, MMA and ANP leaders",Opposition forms body to win over PTIs allies against budget,,,,1
https://tribune.com.pk/story/1996829/1-sindh-plagued-corruption-says-justice-gulzar/,"SC directs federal, provincial govts to submit details of employment quota for disabled","Sindh plagued by corruption, says Justice Gulzar",,,,2
https://tribune.com.pk/story/1996719/1-man-allegedly-involved-child-pornography-arrested-k-p/,Cyber crime wing also detains man accused of harassing woman using fake Facebook account,Man allegedly involved in child pornography arrested in K-P,,,,1
https://tribune.com.pk/story/1996800/1-senate-chairman-calls-security-uproar-2/,JUI-F senator uses objectionable language against premier,Senate chairman calls in security after uproar,,,,1
https://tribune.com.pk/story/1996801/1-secp-official-placed-nab-custody-11-days/,Ziaul Rasheed was arrested by the anti-graft watchdog in Park Lane Company corruption reference,SECP official placed in NAB custody for 11 days,,,,1
https://tribune.com.pk/story/1996741/1-president-urges-media-society-play-role-nation-building/,Calls for greater coverage of social issues,"President urges media, society to play role in nation-building",,,,1
https://tribune.com.pk/story/1996731/1-pakistan-thwarts-indias-blacklist-move-danger-still-lurks/,"According to the FATF charter, support of at least three member states is essential to avoid the blacklisting","Indias bid to blacklist Pakistan at FATF thwarted, but danger still remains",,,,2
https://tribune.com.pk/story/1996700/1-fawad-chaudhry-forms-five-advisory-boards-sci-tech-research/,"Science and technology minister says boards will help streamline research, coordinate use of technology with end users",Fawad Chaudhry forms five advisory boards for sci-tech research,,,,1
https://tribune.com.pk/story/1996711/1-pakistan-partially-rescind-capital-punishment/,Move comes after UK declares not to sign 'politically-motivated' extradition treaties with any country,Pakistan to partially rescind capital punishment,,,,3
https://tribune.com.pk/story/1996681/1-army-chief-reaches-london-official-visit-ispr/,"General Qamar Bajwa to hold talks with civil, military leadership during the visit",Army chief reaches London on official visit: ISPR,,,,1
https://tribune.com.pk/story/1996677/1-least-three-dead-several-injured-hyderabad-train-crash/,All deceased were PR employees; accident disrupts trains movement for several hours,Trains collision in Hyderabad kills at least three,,,,2
https://tribune.com.pk/story/1996661/1-doors-justice-closed-nawaz-sharif-maryam-nawaz/,Dr Firdous Ashiq Awan says PML-N must honour court decision,All doors to justice closed on Nawaz Sharif: Maryam Nawaz,,,,4
https://cricketpakistan.com.pk/en/news/detail/champions-trophy-win-was-an-anomaly-bazid-khan,Former Pakistan batsman called for a robust review of the reasons ailing Pakistan cricket,Champions Trophy win was an anomaly: Bazid Khan,,,,3
https://tribune.com.pk/story/1996596/1-ihc-rejects-nawazs-bail-plea/,Court turns down ex-PM's plea seeking bail on medical grounds,Sharif fails to get relief from IHC,,,,1
https://tribune.com.pk/story/1996565/1-nawazs-health-deteriorates-prison-party-leaders-unable-meet/,"Ousted premier had called party leaders, workers to discuss political situation","Nawazs health deteriorates in prison, party leaders unable to meet",,,,3
